,time,species,protein,ribo_density,codon,gfp_rbs,charging_rate,skew
65644,100.0,__cellularProtein_rbs,97.0,0.0,0.81,1e-05,300.0,0.5
65645,100.0,free ribosome,150.33333333333334,0.0,0.81,1e-05,300.0,0.5
65646,100.0,cellularProtein,31127.666666666668,3.4966666666666666,0.81,1e-05,300.0,0.5
65926,100.0,ATA_charged,1061.6666666666667,0.0,0.83,1e-05,300.0,0.5
65927,100.0,ATA_uncharged,188.33333333333334,0.0,0.83,1e-05,300.0,0.5
65928,100.0,TTT_charged,383.3333333333333,0.0,0.83,1e-05,300.0,0.5
65929,100.0,TTT_uncharged,866.6666666666666,0.0,0.83,1e-05,300.0,0.5
65930,100.0,__cellularProtein_rbs,99.0,0.0,0.83,1e-05,300.0,0.5
65931,100.0,free ribosome,137.33333333333334,0.0,0.83,1e-05,300.0,0.5
65932,100.0,cellularProtein,30567.0,3.626666666666667,0.83,1e-05,300.0,0.5
66212,100.0,ATA_charged,1094.6666666666667,0.0,0.85,1e-05,300.0,0.5
66213,100.0,ATA_uncharged,155.33333333333334,0.0,0.85,1e-05,300.0,0.5
66214,100.0,TTT_charged,401.6666666666667,0.0,0.85,1e-05,300.0,0.5
66215,100.0,TTT_uncharged,848.3333333333334,0.0,0.85,1e-05,300.0,0.5
66216,100.0,__cellularProtein_rbs,99.0,0.0,0.85,1e-05,300.0,0.5
66217,100.0,free ribosome,152.0,0.0,0.85,1e-05,300.0,0.5
66218,100.0,cellularProtein,30042.333333333332,3.48,0.85,1e-05,300.0,0.5
66498,100.0,ATA_charged,1126.6666666666667,0.0,0.87,1e-05,300.0,0.5
66499,100.0,ATA_uncharged,123.33333333333333,0.0,0.87,1e-05,300.0,0.5
66500,100.0,TTT_charged,383.0,0.0,0.87,1e-05,300.0,0.5
66501,100.0,TTT_uncharged,867.0,0.0,0.87,1e-05,300.0,0.5
66502,100.0,__cellularProtein_rbs,98.33333333333333,0.0,0.87,1e-05,300.0,0.5
66503,100.0,free ribosome,154.33333333333334,0.0,0.87,1e-05,300.0,0.5
66504,100.0,cellularProtein,29517.333333333332,3.4566666666666666,0.87,1e-05,300.0,0.5
66784,100.0,ATA_charged,1141.6666666666667,0.0,0.89,1e-05,300.0,0.5
66785,100.0,ATA_uncharged,108.33333333333333,0.0,0.89,1e-05,300.0,0.5
66786,100.0,TTT_charged,387.6666666666667,0.0,0.89,1e-05,300.0,0.5
66787,100.0,TTT_uncharged,862.3333333333334,0.0,0.89,1e-05,300.0,0.5
66788,100.0,__cellularProtein_rbs,98.0,0.0,0.89,1e-05,300.0,0.5
66789,100.0,free ribosome,136.66666666666666,0.0,0.89,1e-05,300.0,0.5
66790,100.0,cellularProtein,29009.0,3.6333333333333333,0.89,1e-05,300.0,0.5
67070,100.0,ATA_charged,1167.6666666666667,0.0,0.91,1e-05,300.0,0.5
67071,100.0,ATA_uncharged,82.33333333333333,0.0,0.91,1e-05,300.0,0.5
67072,100.0,TTT_charged,375.0,0.0,0.91,1e-05,300.0,0.5
67073,100.0,TTT_uncharged,875.0,0.0,0.91,1e-05,300.0,0.5
67074,100.0,__cellularProtein_rbs,98.66666666666667,0.0,0.91,1e-05,300.0,0.5
67075,100.0,free ribosome,128.66666666666666,0.0,0.91,1e-05,300.0,0.5
67076,100.0,cellularProtein,28500.333333333332,3.7133333333333334,0.91,1e-05,300.0,0.5
67356,100.0,ATA_charged,1190.3333333333333,0.0,0.93,1e-05,300.0,0.5
67357,100.0,ATA_uncharged,59.666666666666664,0.0,0.93,1e-05,300.0,0.5
67358,100.0,TTT_charged,373.0,0.0,0.93,1e-05,300.0,0.5
67359,100.0,TTT_uncharged,877.0,0.0,0.93,1e-05,300.0,0.5
67360,100.0,__cellularProtein_rbs,98.66666666666667,0.0,0.93,1e-05,300.0,0.5
67361,100.0,free ribosome,152.66666666666666,0.0,0.93,1e-05,300.0,0.5
67362,100.0,cellularProtein,28013.333333333332,3.473333333333333,0.93,1e-05,300.0,0.5
67642,100.0,ATA_charged,1200.6666666666667,0.0,0.95,1e-05,300.0,0.5
67643,100.0,ATA_uncharged,49.333333333333336,0.0,0.95,1e-05,300.0,0.5
67644,100.0,TTT_charged,365.6666666666667,0.0,0.95,1e-05,300.0,0.5
67645,100.0,TTT_uncharged,884.3333333333334,0.0,0.95,1e-05,300.0,0.5
67646,100.0,__cellularProtein_rbs,96.66666666666667,0.0,0.95,1e-05,300.0,0.5
67647,100.0,free ribosome,124.0,0.0,0.95,1e-05,300.0,0.5
67648,100.0,cellularProtein,27532.333333333332,3.76,0.95,1e-05,300.0,0.5
67928,100.0,ATA_charged,1219.3333333333333,0.0,0.97,1e-05,300.0,0.5
67929,100.0,ATA_uncharged,30.666666666666668,0.0,0.97,1e-05,300.0,0.5
67930,100.0,TTT_charged,352.0,0.0,0.97,1e-05,300.0,0.5
67931,100.0,TTT_uncharged,898.0,0.0,0.97,1e-05,300.0,0.5
67932,100.0,__cellularProtein_rbs,97.66666666666667,0.0,0.97,1e-05,300.0,0.5
67933,100.0,free ribosome,131.33333333333334,0.0,0.97,1e-05,300.0,0.5
67934,100.0,cellularProtein,27063.333333333332,3.686666666666667,0.97,1e-05,300.0,0.5
68214,100.0,ATA_charged,1239.3333333333333,0.0,0.99,1e-05,300.0,0.5
68215,100.0,ATA_uncharged,10.666666666666666,0.0,0.99,1e-05,300.0,0.5
68216,100.0,TTT_charged,350.3333333333333,0.0,0.99,1e-05,300.0,0.5
68217,100.0,TTT_uncharged,899.6666666666666,0.0,0.99,1e-05,300.0,0.5
68218,100.0,__cellularProtein_rbs,98.66666666666667,0.0,0.99,1e-05,300.0,0.5
68219,100.0,free ribosome,126.66666666666667,0.0,0.99,1e-05,300.0,0.5
68220,100.0,cellularProtein,26596.666666666668,3.733333333333333,0.99,1e-05,300.0,0.5
68500,100.0,ATA_charged,793.0,0.0,0.03,1e-05,1000.0,0.5
68501,100.0,ATA_uncharged,457.0,0.0,0.03,1e-05,1000.0,0.5
68502,100.0,TTT_charged,1235.0,0.0,0.03,1e-05,1000.0,0.5
68503,100.0,TTT_uncharged,15.0,0.0,0.03,1e-05,1000.0,0.5
68504,100.0,__cellularProtein_rbs,98.0,0.0,0.03,1e-05,1000.0,0.5
68505,100.0,free ribosome,208.33333333333334,0.0,0.03,1e-05,1000.0,0.5
68506,100.0,cellularProtein,45123.0,2.9166666666666665,0.03,1e-05,1000.0,0.5
68786,100.0,ATA_charged,817.0,0.0,0.05,1e-05,1000.0,0.5
68787,100.0,ATA_uncharged,433.0,0.0,0.05,1e-05,1000.0,0.5
68788,100.0,TTT_charged,1225.6666666666667,0.0,0.05,1e-05,1000.0,0.5
68789,100.0,TTT_uncharged,24.333333333333332,0.0,0.05,1e-05,1000.0,0.5
68790,100.0,__cellularProtein_rbs,99.0,0.0,0.05,1e-05,1000.0,0.5
68791,100.0,free ribosome,231.33333333333334,0.0,0.05,1e-05,1000.0,0.5
68792,100.0,cellularProtein,45448.0,2.686666666666667,0.05,1e-05,1000.0,0.5
69072,100.0,ATA_charged,835.6666666666666,0.0,0.07,1e-05,1000.0,0.5
69073,100.0,ATA_uncharged,414.3333333333333,0.0,0.07,1e-05,1000.0,0.5
69074,100.0,TTT_charged,1219.3333333333333,0.0,0.07,1e-05,1000.0,0.5
69075,100.0,TTT_uncharged,30.666666666666668,0.0,0.07,1e-05,1000.0,0.5
69076,100.0,__cellularProtein_rbs,97.33333333333333,0.0,0.07,1e-05,1000.0,0.5
69077,100.0,free ribosome,232.33333333333334,0.0,0.07,1e-05,1000.0,0.5
69078,100.0,cellularProtein,45811.0,2.6766666666666663,0.07,1e-05,1000.0,0.5
69358,100.0,ATA_charged,807.6666666666666,0.0,0.09,1e-05,1000.0,0.5
69359,100.0,ATA_uncharged,442.3333333333333,0.0,0.09,1e-05,1000.0,0.5
69360,100.0,TTT_charged,1207.6666666666667,0.0,0.09,1e-05,1000.0,0.5
69361,100.0,TTT_uncharged,42.333333333333336,0.0,0.09,1e-05,1000.0,0.5
69362,100.0,__cellularProtein_rbs,98.66666666666667,0.0,0.09,1e-05,1000.0,0.5
69363,100.0,free ribosome,226.33333333333334,0.0,0.09,1e-05,1000.0,0.5
69364,100.0,cellularProtein,46149.666666666664,2.736666666666667,0.09,1e-05,1000.0,0.5
69644,100.0,ATA_charged,834.3333333333334,0.0,0.11,1e-05,1000.0,0.5
69645,100.0,ATA_uncharged,415.6666666666667,0.0,0.11,1e-05,1000.0,0.5
69646,100.0,TTT_charged,1193.0,0.0,0.11,1e-05,1000.0,0.5
69647,100.0,TTT_uncharged,57.0,0.0,0.11,1e-05,1000.0,0.5
69648,100.0,__cellularProtein_rbs,99.0,0.0,0.11,1e-05,1000.0,0.5
69649,100.0,free ribosome,230.0,0.0,0.11,1e-05,1000.0,0.5
69650,100.0,cellularProtein,46409.333333333336,2.6999999999999997,0.11,1e-05,1000.0,0.5
69930,100.0,ATA_charged,867.0,0.0,0.15,1e-05,1000.0,0.5
69931,100.0,ATA_uncharged,383.0,0.0,0.15,1e-05,1000.0,0.5
69932,100.0,TTT_charged,1184.0,0.0,0.15,1e-05,1000.0,0.5
69933,100.0,TTT_uncharged,66.0,0.0,0.15,1e-05,1000.0,0.5
69934,100.0,__cellularProtein_rbs,98.33333333333333,0.0,0.15,1e-05,1000.0,0.5
69935,100.0,free ribosome,234.66666666666666,0.0,0.15,1e-05,1000.0,0.5
69936,100.0,cellularProtein,47051.0,2.6533333333333333,0.15,1e-05,1000.0,0.5
70216,100.0,ATA_charged,854.3333333333334,0.0,0.17,1e-05,1000.0,0.5
70217,100.0,ATA_uncharged,395.6666666666667,0.0,0.17,1e-05,1000.0,0.5
70218,100.0,TTT_charged,1169.6666666666667,0.0,0.17,1e-05,1000.0,0.5
70219,100.0,TTT_uncharged,80.33333333333333,0.0,0.17,1e-05,1000.0,0.5
70220,100.0,__cellularProtein_rbs,98.33333333333333,0.0,0.17,1e-05,1000.0,0.5
70221,100.0,free ribosome,228.0,0.0,0.17,1e-05,1000.0,0.5
70222,100.0,cellularProtein,47436.0,2.72,0.17,1e-05,1000.0,0.5
70502,100.0,ATA_charged,843.0,0.0,0.19,1e-05,1000.0,0.5
70503,100.0,ATA_uncharged,407.0,0.0,0.19,1e-05,1000.0,0.5
70504,100.0,TTT_charged,1155.6666666666667,0.0,0.19,1e-05,1000.0,0.5
70505,100.0,TTT_uncharged,94.33333333333333,0.0,0.19,1e-05,1000.0,0.5
70506,100.0,__cellularProtein_rbs,98.33333333333333,0.0,0.19,1e-05,1000.0,0.5
70507,100.0,free ribosome,230.33333333333334,0.0,0.19,1e-05,1000.0,0.5
70508,100.0,cellularProtein,47683.333333333336,2.6966666666666668,0.19,1e-05,1000.0,0.5
70788,100.0,ATA_charged,870.6666666666666,0.0,0.21,1e-05,1000.0,0.5
70789,100.0,ATA_uncharged,379.3333333333333,0.0,0.21,1e-05,1000.0,0.5
70790,100.0,TTT_charged,1156.0,0.0,0.21,1e-05,1000.0,0.5
70791,100.0,TTT_uncharged,94.0,0.0,0.21,1e-05,1000.0,0.5
70792,100.0,__cellularProtein_rbs,98.66666666666667,0.0,0.21,1e-05,1000.0,0.5
70793,100.0,free ribosome,249.66666666666666,0.0,0.21,1e-05,1000.0,0.5
70794,100.0,cellularProtein,48030.0,2.5033333333333334,0.21,1e-05,1000.0,0.5
71074,100.0,ATA_charged,875.3333333333334,0.0,0.23,1e-05,1000.0,0.5
71075,100.0,ATA_uncharged,374.6666666666667,0.0,0.23,1e-05,1000.0,0.5
71076,100.0,TTT_charged,1139.0,0.0,0.23,1e-05,1000.0,0.5
71077,100.0,TTT_uncharged,111.0,0.0,0.23,1e-05,1000.0,0.5
71078,100.0,__cellularProtein_rbs,98.66666666666667,0.0,0.23,1e-05,1000.0,0.5
71079,100.0,free ribosome,228.33333333333334,0.0,0.23,1e-05,1000.0,0.5
71080,100.0,cellularProtein,48219.0,2.716666666666667,0.23,1e-05,1000.0,0.5
71360,100.0,ATA_charged,906.3333333333334,0.0,0.25,1e-05,1000.0,0.5
71361,100.0,ATA_uncharged,343.6666666666667,0.0,0.25,1e-05,1000.0,0.5
71362,100.0,TTT_charged,1145.6666666666667,0.0,0.25,1e-05,1000.0,0.5
71363,100.0,TTT_uncharged,104.33333333333333,0.0,0.25,1e-05,1000.0,0.5
71364,100.0,__cellularProtein_rbs,98.33333333333333,0.0,0.25,1e-05,1000.0,0.5
71365,100.0,free ribosome,245.33333333333334,0.0,0.25,1e-05,1000.0,0.5
71366,100.0,cellularProtein,48464.0,2.546666666666667,0.25,1e-05,1000.0,0.5
71646,100.0,ATA_charged,900.3333333333334,0.0,0.27,1e-05,1000.0,0.5
71647,100.0,ATA_uncharged,349.6666666666667,0.0,0.27,1e-05,1000.0,0.5
71648,100.0,TTT_charged,1113.0,0.0,0.27,1e-05,1000.0,0.5
71649,100.0,TTT_uncharged,137.0,0.0,0.27,1e-05,1000.0,0.5
71650,100.0,__cellularProtein_rbs,98.66666666666667,0.0,0.27,1e-05,1000.0,0.5
71651,100.0,free ribosome,243.66666666666666,0.0,0.27,1e-05,1000.0,0.5
71652,100.0,cellularProtein,48702.666666666664,2.563333333333333,0.27,1e-05,1000.0,0.5
71932,100.0,ATA_charged,901.0,0.0,0.29,1e-05,1000.0,0.5
71933,100.0,ATA_uncharged,349.0,0.0,0.29,1e-05,1000.0,0.5
71934,100.0,TTT_charged,1110.3333333333333,0.0,0.29,1e-05,1000.0,0.5
71935,100.0,TTT_uncharged,139.66666666666666,0.0,0.29,1e-05,1000.0,0.5
71936,100.0,__cellularProtein_rbs,97.66666666666667,0.0,0.29,1e-05,1000.0,0.5
71937,100.0,free ribosome,239.33333333333334,0.0,0.29,1e-05,1000.0,0.5
71938,100.0,cellularProtein,48982.333333333336,2.606666666666667,0.29,1e-05,1000.0,0.5
72218,100.0,ATA_charged,898.6666666666666,0.0,0.31,1e-05,1000.0,0.5
72219,100.0,ATA_uncharged,351.3333333333333,0.0,0.31,1e-05,1000.0,0.5
72220,100.0,TTT_charged,1089.3333333333333,0.0,0.31,1e-05,1000.0,0.5
72221,100.0,TTT_uncharged,160.66666666666666,0.0,0.31,1e-05,1000.0,0.5
72222,100.0,__cellularProtein_rbs,100.0,0.0,0.31,1e-05,1000.0,0.5
72223,100.0,free ribosome,234.0,0.0,0.31,1e-05,1000.0,0.5
72224,100.0,cellularProtein,49138.666666666664,2.66,0.31,1e-05,1000.0,0.5
72504,100.0,ATA_charged,912.6666666666666,0.0,0.33,1e-05,1000.0,0.5
72505,100.0,ATA_uncharged,337.3333333333333,0.0,0.33,1e-05,1000.0,0.5
72506,100.0,TTT_charged,1078.6666666666667,0.0,0.33,1e-05,1000.0,0.5
72507,100.0,TTT_uncharged,171.33333333333334,0.0,0.33,1e-05,1000.0,0.5
72508,100.0,__cellularProtein_rbs,97.66666666666667,0.0,0.33,1e-05,1000.0,0.5
72509,100.0,free ribosome,235.0,0.0,0.33,1e-05,1000.0,0.5
72510,100.0,cellularProtein,49435.666666666664,2.65,0.33,1e-05,1000.0,0.5
72790,100.0,ATA_charged,934.6666666666666,0.0,0.35,1e-05,1000.0,0.5
72791,100.0,ATA_uncharged,315.3333333333333,0.0,0.35,1e-05,1000.0,0.5
72792,100.0,TTT_charged,1071.6666666666667,0.0,0.35,1e-05,1000.0,0.5
72793,100.0,TTT_uncharged,178.33333333333334,0.0,0.35,1e-05,1000.0,0.5
72794,100.0,__cellularProtein_rbs,98.66666666666667,0.0,0.35,1e-05,1000.0,0.5
72795,100.0,free ribosome,240.66666666666666,0.0,0.35,1e-05,1000.0,0.5
72796,100.0,cellularProtein,49514.0,2.5933333333333333,0.35,1e-05,1000.0,0.5
73076,100.0,ATA_charged,928.3333333333334,0.0,0.37,1e-05,1000.0,0.5
73077,100.0,ATA_uncharged,321.6666666666667,0.0,0.37,1e-05,1000.0,0.5
73078,100.0,TTT_charged,1066.6666666666667,0.0,0.37,1e-05,1000.0,0.5
73079,100.0,TTT_uncharged,183.33333333333334,0.0,0.37,1e-05,1000.0,0.5
73080,100.0,__cellularProtein_rbs,98.66666666666667,0.0,0.37,1e-05,1000.0,0.5
73081,100.0,free ribosome,243.0,0.0,0.37,1e-05,1000.0,0.5
73082,100.0,cellularProtein,49688.333333333336,2.57,0.37,1e-05,1000.0,0.5
73362,100.0,ATA_charged,967.0,0.0,0.39,1e-05,1000.0,0.5
73363,100.0,ATA_uncharged,283.0,0.0,0.39,1e-05,1000.0,0.5
73364,100.0,TTT_charged,1052.6666666666667,0.0,0.39,1e-05,1000.0,0.5
73365,100.0,TTT_uncharged,197.33333333333334,0.0,0.39,1e-05,1000.0,0.5
73366,100.0,__cellularProtein_rbs,99.66666666666667,0.0,0.39,1e-05,1000.0,0.5
73367,100.0,free ribosome,259.0,0.0,0.39,1e-05,1000.0,0.5
73368,100.0,cellularProtein,49861.666666666664,2.41,0.39,1e-05,1000.0,0.5
73648,100.0,ATA_charged,952.0,0.0,0.41,1e-05,1000.0,0.5
73649,100.0,ATA_uncharged,298.0,0.0,0.41,1e-05,1000.0,0.5
73650,100.0,TTT_charged,1050.3333333333333,0.0,0.41,1e-05,1000.0,0.5
73651,100.0,TTT_uncharged,199.66666666666666,0.0,0.41,1e-05,1000.0,0.5
73652,100.0,__cellularProtein_rbs,99.0,0.0,0.41,1e-05,1000.0,0.5
73653,100.0,free ribosome,254.66666666666666,0.0,0.41,1e-05,1000.0,0.5
73654,100.0,cellularProtein,49998.666666666664,2.453333333333333,0.41,1e-05,1000.0,0.5
73934,100.0,ATA_charged,962.3333333333334,0.0,0.43,1e-05,1000.0,0.5
73935,100.0,ATA_uncharged,287.6666666666667,0.0,0.43,1e-05,1000.0,0.5
73936,100.0,TTT_charged,1026.6666666666667,0.0,0.43,1e-05,1000.0,0.5
73937,100.0,TTT_uncharged,223.33333333333334,0.0,0.43,1e-05,1000.0,0.5
73938,100.0,__cellularProtein_rbs,99.33333333333333,0.0,0.43,1e-05,1000.0,0.5
73939,100.0,free ribosome,250.33333333333334,0.0,0.43,1e-05,1000.0,0.5
73940,100.0,cellularProtein,50001.0,2.4966666666666666,0.43,1e-05,1000.0,0.5
74220,100.0,ATA_charged,967.6666666666666,0.0,0.45,1e-05,1000.0,0.5
74221,100.0,ATA_uncharged,282.3333333333333,0.0,0.45,1e-05,1000.0,0.5
74222,100.0,TTT_charged,1039.3333333333333,0.0,0.45,1e-05,1000.0,0.5
74223,100.0,TTT_uncharged,210.66666666666666,0.0,0.45,1e-05,1000.0,0.5
74224,100.0,__cellularProtein_rbs,98.33333333333333,0.0,0.45,1e-05,1000.0,0.5
74225,100.0,free ribosome,246.0,0.0,0.45,1e-05,1000.0,0.5
74226,100.0,cellularProtein,50121.666666666664,2.54,0.45,1e-05,1000.0,0.5
74506,100.0,ATA_charged,988.0,0.0,0.47,1e-05,1000.0,0.5
74507,100.0,ATA_uncharged,262.0,0.0,0.47,1e-05,1000.0,0.5
74508,100.0,TTT_charged,1023.0,0.0,0.47,1e-05,1000.0,0.5
74509,100.0,TTT_uncharged,227.0,0.0,0.47,1e-05,1000.0,0.5
74510,100.0,__cellularProtein_rbs,97.66666666666667,0.0,0.47,1e-05,1000.0,0.5
74511,100.0,free ribosome,255.66666666666666,0.0,0.47,1e-05,1000.0,0.5
74512,100.0,cellularProtein,50156.666666666664,2.4433333333333334,0.47,1e-05,1000.0,0.5
74792,100.0,ATA_charged,1002.6666666666666,0.0,0.49,1e-05,1000.0,0.5
74793,100.0,ATA_uncharged,247.33333333333334,0.0,0.49,1e-05,1000.0,0.5
74794,100.0,TTT_charged,1010.0,0.0,0.49,1e-05,1000.0,0.5
74795,100.0,TTT_uncharged,240.0,0.0,0.49,1e-05,1000.0,0.5
74796,100.0,__cellularProtein_rbs,98.0,0.0,0.49,1e-05,1000.0,0.5
74797,100.0,free ribosome,250.0,0.0,0.49,1e-05,1000.0,0.5
74798,100.0,cellularProtein,50208.0,2.5,0.49,1e-05,1000.0,0.5
75078,100.0,ATA_charged,1010.3333333333334,0.0,0.51,1e-05,1000.0,0.5
75079,100.0,ATA_uncharged,239.66666666666666,0.0,0.51,1e-05,1000.0,0.5
75080,100.0,TTT_charged,985.3333333333334,0.0,0.51,1e-05,1000.0,0.5
75081,100.0,TTT_uncharged,264.6666666666667,0.0,0.51,1e-05,1000.0,0.5
75082,100.0,__cellularProtein_rbs,97.0,0.0,0.51,1e-05,1000.0,0.5
75083,100.0,free ribosome,249.0,0.0,0.51,1e-05,1000.0,0.5
75084,100.0,cellularProtein,50223.666666666664,2.51,0.51,1e-05,1000.0,0.5
75364,100.0,ATA_charged,1039.6666666666667,0.0,0.53,1e-05,1000.0,0.5
75365,100.0,ATA_uncharged,210.33333333333334,0.0,0.53,1e-05,1000.0,0.5
75366,100.0,TTT_charged,997.0,0.0,0.53,1e-05,1000.0,0.5
75367,100.0,TTT_uncharged,253.0,0.0,0.53,1e-05,1000.0,0.5
75368,100.0,__cellularProtein_rbs,98.0,0.0,0.53,1e-05,1000.0,0.5
75369,100.0,free ribosome,256.0,0.0,0.53,1e-05,1000.0,0.5
75370,100.0,cellularProtein,50240.0,2.44,0.53,1e-05,1000.0,0.5
75650,100.0,ATA_charged,1039.0,0.0,0.55,1e-05,1000.0,0.5
75651,100.0,ATA_uncharged,211.0,0.0,0.55,1e-05,1000.0,0.5
75652,100.0,TTT_charged,987.0,0.0,0.55,1e-05,1000.0,0.5
75653,100.0,TTT_uncharged,263.0,0.0,0.55,1e-05,1000.0,0.5
75654,100.0,__cellularProtein_rbs,98.33333333333333,0.0,0.55,1e-05,1000.0,0.5
75655,100.0,free ribosome,259.0,0.0,0.55,1e-05,1000.0,0.5
75656,100.0,cellularProtein,50137.0,2.41,0.55,1e-05,1000.0,0.5
75936,100.0,ATA_charged,1036.0,0.0,0.57,1e-05,1000.0,0.5
75937,100.0,ATA_uncharged,214.0,0.0,0.57,1e-05,1000.0,0.5
75938,100.0,TTT_charged,968.0,0.0,0.57,1e-05,1000.0,0.5
75939,100.0,TTT_uncharged,282.0,0.0,0.57,1e-05,1000.0,0.5
75940,100.0,__cellularProtein_rbs,98.0,0.0,0.57,1e-05,1000.0,0.5
75941,100.0,free ribosome,246.33333333333334,0.0,0.57,1e-05,1000.0,0.5
75942,100.0,cellularProtein,50120.666666666664,2.5366666666666666,0.57,1e-05,1000.0,0.5
76222,100.0,ATA_charged,1065.6666666666667,0.0,0.59,1e-05,1000.0,0.5
76223,100.0,ATA_uncharged,184.33333333333334,0.0,0.59,1e-05,1000.0,0.5
76224,100.0,TTT_charged,967.6666666666666,0.0,0.59,1e-05,1000.0,0.5
76225,100.0,TTT_uncharged,282.3333333333333,0.0,0.59,1e-05,1000.0,0.5
76226,100.0,__cellularProtein_rbs,99.33333333333333,0.0,0.59,1e-05,1000.0,0.5
76227,100.0,free ribosome,266.6666666666667,0.0,0.59,1e-05,1000.0,0.5
76228,100.0,cellularProtein,49997.666666666664,2.3333333333333335,0.59,1e-05,1000.0,0.5
76508,100.0,ATA_charged,1056.0,0.0,0.61,1e-05,1000.0,0.5
76509,100.0,ATA_uncharged,194.0,0.0,0.61,1e-05,1000.0,0.5
76510,100.0,TTT_charged,935.6666666666666,0.0,0.61,1e-05,1000.0,0.5
76511,100.0,TTT_uncharged,314.3333333333333,0.0,0.61,1e-05,1000.0,0.5
76512,100.0,__cellularProtein_rbs,99.0,0.0,0.61,1e-05,1000.0,0.5
76513,100.0,free ribosome,248.33333333333334,0.0,0.61,1e-05,1000.0,0.5
76514,100.0,cellularProtein,49854.666666666664,2.5166666666666666,0.61,1e-05,1000.0,0.5
76794,100.0,ATA_charged,1056.0,0.0,0.63,1e-05,1000.0,0.5
76795,100.0,ATA_uncharged,194.0,0.0,0.63,1e-05,1000.0,0.5
76796,100.0,TTT_charged,932.3333333333334,0.0,0.63,1e-05,1000.0,0.5
76797,100.0,TTT_uncharged,317.6666666666667,0.0,0.63,1e-05,1000.0,0.5
76798,100.0,__cellularProtein_rbs,98.66666666666667,0.0,0.63,1e-05,1000.0,0.5
76799,100.0,free ribosome,246.66666666666666,0.0,0.63,1e-05,1000.0,0.5
76800,100.0,cellularProtein,49789.666666666664,2.533333333333333,0.63,1e-05,1000.0,0.5
77080,100.0,ATA_charged,1063.0,0.0,0.65,1e-05,1000.0,0.5
77081,100.0,ATA_uncharged,187.0,0.0,0.65,1e-05,1000.0,0.5
77082,100.0,TTT_charged,907.3333333333334,0.0,0.65,1e-05,1000.0,0.5
77083,100.0,TTT_uncharged,342.6666666666667,0.0,0.65,1e-05,1000.0,0.5
77084,100.0,__cellularProtein_rbs,99.33333333333333,0.0,0.65,1e-05,1000.0,0.5
77085,100.0,free ribosome,229.66666666666666,0.0,0.65,1e-05,1000.0,0.5
77086,100.0,cellularProtein,49558.666666666664,2.703333333333333,0.65,1e-05,1000.0,0.5
77366,100.0,ATA_charged,1080.6666666666667,0.0,0.67,1e-05,1000.0,0.5
77367,100.0,ATA_uncharged,169.33333333333334,0.0,0.67,1e-05,1000.0,0.5
77368,100.0,TTT_charged,904.0,0.0,0.67,1e-05,1000.0,0.5
77369,100.0,TTT_uncharged,346.0,0.0,0.67,1e-05,1000.0,0.5
77370,100.0,__cellularProtein_rbs,99.33333333333333,0.0,0.67,1e-05,1000.0,0.5
77371,100.0,free ribosome,234.33333333333334,0.0,0.67,1e-05,1000.0,0.5
77372,100.0,cellularProtein,49384.666666666664,2.6566666666666667,0.67,1e-05,1000.0,0.5
77652,100.0,ATA_charged,1084.6666666666667,0.0,0.69,1e-05,1000.0,0.5
77653,100.0,ATA_uncharged,165.33333333333334,0.0,0.69,1e-05,1000.0,0.5
77654,100.0,TTT_charged,903.0,0.0,0.69,1e-05,1000.0,0.5
77655,100.0,TTT_uncharged,347.0,0.0,0.69,1e-05,1000.0,0.5
77656,100.0,__cellularProtein_rbs,99.0,0.0,0.69,1e-05,1000.0,0.5
77657,100.0,free ribosome,240.33333333333334,0.0,0.69,1e-05,1000.0,0.5
77658,100.0,cellularProtein,49233.0,2.5966666666666662,0.69,1e-05,1000.0,0.5
77938,100.0,ATA_charged,1113.6666666666667,0.0,0.71,1e-05,1000.0,0.5
77939,100.0,ATA_uncharged,136.33333333333334,0.0,0.71,1e-05,1000.0,0.5
77940,100.0,TTT_charged,901.6666666666666,0.0,0.71,1e-05,1000.0,0.5
77941,100.0,TTT_uncharged,348.3333333333333,0.0,0.71,1e-05,1000.0,0.5
77942,100.0,__cellularProtein_rbs,99.0,0.0,0.71,1e-05,1000.0,0.5
77943,100.0,free ribosome,244.0,0.0,0.71,1e-05,1000.0,0.5
77944,100.0,cellularProtein,48996.333333333336,2.56,0.71,1e-05,1000.0,0.5
78224,100.0,ATA_charged,1112.3333333333333,0.0,0.73,1e-05,1000.0,0.5
78225,100.0,ATA_uncharged,137.66666666666666,0.0,0.73,1e-05,1000.0,0.5
78226,100.0,TTT_charged,885.3333333333334,0.0,0.73,1e-05,1000.0,0.5
78227,100.0,TTT_uncharged,364.6666666666667,0.0,0.73,1e-05,1000.0,0.5
78228,100.0,__cellularProtein_rbs,98.33333333333333,0.0,0.73,1e-05,1000.0,0.5
78229,100.0,free ribosome,239.0,0.0,0.73,1e-05,1000.0,0.5
78230,100.0,cellularProtein,48658.0,2.61,0.73,1e-05,1000.0,0.5
78510,100.0,ATA_charged,1129.6666666666667,0.0,0.77,1e-05,1000.0,0.5
78511,100.0,ATA_uncharged,120.33333333333333,0.0,0.77,1e-05,1000.0,0.5
78512,100.0,TTT_charged,854.0,0.0,0.77,1e-05,1000.0,0.5
78513,100.0,TTT_uncharged,396.0,0.0,0.77,1e-05,1000.0,0.5
